Price,Close,High,Low,Open,Volume
1995-10-01,0.009198310474600874,0.011285272312141098,0.01034103795554805,0.012046869043844693,0.0
1995-11-01,0.008444724760327444,0.009471645395299334,0.008375877690778586,0.009033160914920926,0.04572190880931967
1995-12-01,0.01032869212476133,0.010197095126853984,0.009948006136847548,0.008279730199251323,0.04416608808163515
1996-01-01,0.012212667699196055,0.01291754181274901,0.01269923586948638,0.010540016595329892,0.05789448596801991
1996-02-01,0.011835867658308605,0.016363430748005663,0.013878328116819735,0.012235225030513514,0.05646929057260344
1996-03-01,0.011459075827421998,0.012373449609259539,0.011716651179237885,0.012046870533823844,0.04919974743064637
1996-04-01,0.015398433321253891,0.01677116760546077,0.012970581632319891,0.012355137331699191,0.06776570440014676
1996-05-01,0.018139785440535988,0.01743092658140441,0.017832728627270325,0.015460370334712308,0.07806360520643366
1996-06-01,0.020652665551541938,0.01984998314101985,0.020692193042840125,0.018201111793526292,0.07376850635409078
1996-07-01,0.020652665551541938,0.021169475967464144,0.022836804935300187,0.020713470322808708,0.05998181387066591
1996-08-01,0.01996734394172308,0.019849996178793003,0.02140707617993466,0.02025669419280901,0.030394202506992204
1996-09-01,0.019053566743629742,0.019849999827879064,0.020930498159562147,0.020028298315548858,0.03838360481699167
1996-10-01,0.016312212571847437,0.01875040802128463,0.018547584816109637,0.018886304515279707,0.036397410129669974
1996-11-01,0.015855323972800768,0.01677116920246987,0.016879554657403588,0.015917151958618085,0.06676950369067272
1996-12-01,0.018139785440535988,0.018090675644875993,0.018071017024366316,0.01568876516470888,0.11507872711698736
1997-01-01,0.022708683746003926,0.022269063994616395,0.019262461254855583,0.016830741466489843,0.07823617668577162
1997-02-01,0.02636380074837811,0.026007630772090604,0.024504841703814687,0.022540650975167144,0.07359597544162619
1997-03-01,0.02704915519820031,0.026887308369759895,0.027840917670245616,0.025738218073533436,0.046495478517710784
1997-04-01,0.03140787337725562,0.031112606853524342,0.029763113061985383,0.026895413576296753,0.04387311412211968
1997-05-01,0.03505081494838941,0.035698588097728086,0.03253999307441733,0.03151816490046577,0.07244716215451476
1997-06-01,0.033649687995646084,0.03650788288789754,0.03429381557985672,0.03544049825490727,0.1162655921313247
1997-07-01,0.027484703952572923,0.03354047336151707,0.028155445422816054,0.033479317920283684,0.15294413069348461
1997-08-01,0.031547985251529874,0.030168436184317776,0.029616964524813626,0.027035500214188574,0.07409762539778354
1997-09-01,0.02692425235047552,0.03219165576835379,0.028740054156491696,0.03165823853167359,0.1280652785899604
1997-10-01,0.024542325857810805,0.0270661480003311,0.020263270903192347,0.026755321417419237,0.10645968636533187
1997-11-01,0.025242893439182866,0.027066151306186004,0.024647811376266496,0.024233825385085908,0.09798899866960938
1997-12-01,0.02468244183708547,0.024638287122185888,0.02552472339747605,0.02479416159204055,0.08433037580542992
1998-01-01,0.023281318989342582,0.02328947345849145,0.02333245661040316,0.024233833613343088,0.03313993076451721
1998-02-01,0.020479056873855116,0.023559236110241147,0.021432488185959615,0.023393335566849374,0.06379104328059436
1998-03-01,0.024093973607133806,0.023019707814453873,0.022163246426974988,0.02045158717395816,0.06121999597982285
1998-04-01,0.026824459790308904,0.02748849501945385,0.02719733740897895,0.024436167128633238,0.16512981095228504
1998-05-01,0.024604590504154165,0.02596206724719831,0.02620495928730126,0.026655548753261947,0.06505555329057179
1998-06-01,0.021591918382230665,0.02336716460348196,0.022070080582155996,0.024594688036782525,0.03393694812571918
1998-07-01,0.017786439319537974,0.021840754674099745,0.020085344584599978,0.020948547126210457,0.038927403754585824
1998-08-01,0.008589850892612532,0.01680358160979937,0.010492421574320633,0.017777986698625348,0.07920909200992833
1998-09-01,0.002881630246073283,0.010392640651146064,0.00371122480389593,0.007949250631503865,0.1767081239829124
1998-10-01,0.0014545709794380537,0.00443961233028471,0.0005687118219201408,0.0024007620625260545,0.07031147853880555
1998-11-01,0.012236780471652602,0.01252962164459727,0.0035458291191964014,0.001766652872631315,0.1558276240529917
1998-12-01,0.007162796757227825,0.011461125405158553,0.006522938401053757,0.011436863738921645,0.07866111468437653
1999-01-01,0.005894296210496162,0.007339797425328384,0.00503437881210232,0.007949240665185021,0.0608279577155252
1999-02-01,0.006687109308765978,0.00642395044829387,0.006688331346716632,0.006046907007568381,0.027601944045705883
1999-03-01,0.009065538341074382,0.009171503225901873,0.007019125602212748,0.006839549840402231,0.047854509342652354
1999-04-01,0.010016913237998078,0.010697920484736731,0.010161635560841592,0.009217471793582635,0.11877436928146533
1999-05-01,0.012809957575046452,0.01824711308946618,0.01151855141127371,0.010379060047598275,0.1478866180229288
1999-06-01,0.012809957575046452,0.01310647878644785,0.012531307034312452,0.012967604461102181,0.05406728543318626
1999-07-01,0.0120008578876174,0.013106471121725497,0.012193712820774165,0.013291164725535098,0.07736719369120211
1999-08-01,0.011029961661204919,0.011704496229220348,0.012362522122941694,0.011673339588212026,0.04209263404968347
1999-09-01,0.011353593736675743,0.010769831296800888,0.01168734580492087,0.01086441437730706,0.07456852566392251
1999-10-01,0.011839046981132507,0.011237159165530723,0.01050579860381408,0.011187980325751086,0.03199383545792191
1999-11-01,0.01232450227808948,0.011704489033821085,0.012868891424961318,0.011673332328839846,0.049844071080464195
1999-12-01,0.015399055228817248,0.01466424750316562,0.013881644081673675,0.012158684121840083,0.050990328654553
2000-01-01,0.01523724021733194,0.016845124161617493,0.016244737735327336,0.014585450446257482,0.11457638752398262
2000-02-01,0.016046333747260368,0.016222018667427097,0.017426286815977195,0.015070803702324415,0.1383820835592401
2000-03-01,0.01232450227808948,0.015598907698645572,0.0130376835832562,0.01555615152451812,0.07724070618001834
2000-04-01,0.01167722786464678,0.01404114059142889,0.013206475145942637,0.011996899789890814,0.08037664719253909
2000-05-01,0.0075085937824567635,0.012413725316881166,0.008342975705802528,0.011913276091839915,0.05946649287818112
2000-06-01,0.007835056255715941,0.011785185062398429,0.009364568944856861,0.007506998176204906,0.04539725212169818
2000-07-01,0.004896908363884782,0.00785678861941031,0.006299799166344896,0.007670191827425801,0.12387447716906508
2000-08-01,0.006202747994420457,0.005499749184525728,0.004256619343126893,0.004406278242061901,0.14480978294491564
2000-09-01,0.0032646042075897136,0.005656885662485822,0.004597149529303566,0.005711843942440623,0.06237059420936279
2000-10-01,0.0034278354442193078,0.0029855803689513866,0.0017026487602999508,0.003427107363389331,0.07534404258223563
2000-11-01,0.0001632332891297987,0.0029855839127780146,0.0013621223826138906,0.0029375232699848167,0.17029295976110978
2000-12-01,0.0,0.0,0.0,0.0,0.08960727412719864
2001-01-01,0.0030034399759829543,0.0034569889029518377,0.0011918558288517272,1.3277017159307736e-09,0.10974195209011686
