Price,Close,High,Low,Open,Volume,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,SMA_4
1996-05-01,7.854717254638672,7.960862367571737,7.270921354812935,7.270921354812934,2037606.0,7.217846870422363,6.302655220031738,6.390194416046143,6.477730751037598,6.941353440284729
1996-06-01,8.43851375579834,8.544658862324857,7.907789889145238,7.9077898891452385,1931729.0,7.854717254638672,7.217846870422363,6.302655220031738,6.390194416046143,7.453433275222778
1996-07-01,8.43851375579834,8.863093071251418,8.385441757861576,8.491585753735102,1591878.0,8.43851375579834,7.854717254638672,7.217846870422363,6.302655220031738,7.987397909164429
1996-08-01,8.279297828674316,8.544660077399369,8.06700814075959,8.385442950294967,862524.0,8.43851375579834,8.43851375579834,7.854717254638672,7.217846870422363,8.252760648727417
1996-09-01,8.067008018493652,8.544659947893997,7.960862898481768,8.332369707870228,1059468.0,8.279297828674316,8.43851375579834,8.43851375579834,7.854717254638672,8.305833339691162
1996-10-01,7.43013858795166,8.279297283717563,7.430138587951659,8.067007609776088,1010507.0,8.067008018493652,8.279297828674316,8.43851375579834,8.43851375579834,8.053739547729492
1996-11-01,7.323992729187012,7.8016445858566925,7.058630524889802,7.37706528111175,1759199.0000000002,7.43013858795166,8.067008018493652,8.279297828674316,8.43851375579834,7.77510929107666
1996-12-01,7.854717254638672,8.120080036971334,7.323993355952936,7.323993355952937,2950053.0,7.323992729187012,7.43013858795166,8.067008018493652,8.279297828674316,7.668964147567749
1997-01-01,8.916167259216309,9.128456400537718,7.589356516334613,7.589356516334613,2041860.0,7.854717254638672,7.323992729187012,7.43013858795166,8.067008018493652,7.881253957748413
1997-02-01,9.765326499938965,10.03068932724776,8.756950532798662,8.916167673857315,1927475.9999999998,8.916167259216309,7.854717254638672,7.323992729187012,7.43013858795166,8.46505093574524
1997-03-01,9.92454433441162,10.242978620959535,9.499963804810053,9.65918150341064,1259431.0,9.765326499938965,8.916167259216309,7.854717254638672,7.323992729187012,9.115188837051392
1997-04-01,10.937164306640623,11.262674858508658,9.928080346982028,9.928080346982028,1194788.0,9.92454433441162,9.765326499938965,8.916167259216309,7.854717254638672,9.88580060005188
1997-05-01,11.783493995666506,12.36941397551033,10.546552825182356,11.00226811276435,1899157.0,10.937164306640623,9.92454433441162,9.765326499938965,8.916167259216309,10.602632284164429
1997-06-01,11.457982063293457,12.56471965736601,10.93716557408397,11.913697342852556,2979310.0,11.783493995666504,10.937164306640623,9.92454433441162,9.765326499938965,11.02579617500305
1997-07-01,10.025733947753906,11.848594871951756,9.570018716704444,11.457980843622838,3883459.9999999995,11.457982063293455,11.783493995666504,10.937164306640623,9.92454433441162,11.051093578338621
1997-08-01,10.969714164733888,11.034816501134031,9.895529020134248,9.960631356534392,1939842.0,10.025733947753906,11.457982063293455,11.783493995666504,10.937164306640623,11.059231042861938
1997-09-01,9.89552879333496,11.523082624699072,9.700222923945065,11.034816248222992,3270180.0,10.969714164733888,10.025733947753906,11.457982063293455,11.783493995666504,10.587239742279053
1997-10-01,9.34216022491455,10.286141199831311,7.812259397796122,9.895528343474922,2737588.0,9.89552879333496,10.969714164733888,10.025733947753906,11.457982063293455,10.058284282684326
1997-11-01,9.50491714477539,10.2861429937339,8.788793071451966,9.30961011486858,2528780.0,9.34216022491455,9.89552879333496,10.969714164733888,10.025733947753906,9.928080081939697
1997-12-01,9.374711990356444,9.7002236906242,8.984099653036608,9.439814330409996,2192086.0,9.50491714477539,9.34216022491455,9.89552879333496,10.969714164733888,9.529329538345337
1998-01-01,9.049199104309082,9.37470958574929,8.495830491126917,9.309607262394444,930208.0000000001,9.374711990356444,9.50491714477539,9.34216022491455,9.89552879333496,9.317747116088867
1998-02-01,8.398179054260254,9.439813573230444,8.072667947769318,9.11430303440662,1685777.9999999998,9.049199104309082,9.374711990356444,9.50491714477539,9.34216022491455,9.081751823425293
1998-03-01,9.237996101379396,9.30960786698658,8.235422867873094,8.430729282954369,1622400.0,8.398179054260254,9.049199104309082,9.374711990356444,9.50491714477539,9.015021562576294
1998-04-01,9.872343063354492,10.388063401069662,9.356624477672597,9.356624477672597,4183845.0,9.237996101379396,8.398179054260254,9.049199104309082,9.374711990356444,9.139429330825806
1998-05-01,9.356622695922852,10.019689489537198,9.13560023671441,9.872341183398238,1716949.0,9.872343063354492,9.237996101379396,8.398179054260254,9.049199104309082,9.216285228729248
1998-06-01,8.656720161437988,9.393461855509308,8.214674560984086,9.393461855509308,949855.0000000001,9.356622695922852,9.872343063354492,9.237996101379396,8.398179054260254,9.280920505523682
1998-07-01,7.772629737854004,9.02509123293627,7.772629737854006,8.546208535868532,1072873.0,8.656720161437988,9.356622695922852,9.872343063354492,9.237996101379396,8.914578914642334
1998-08-01,5.636077404022217,7.809467355755167,5.636077404022217,7.809467355755167,2065843.0000000002,7.772629737854004,8.656720161437988,9.356622695922852,9.872343063354492,7.855512499809265
1998-09-01,4.309940814971924,6.262307701148835,4.12575539741068,5.525565446892769,4469258.0,5.636077404022217,7.772629737854004,8.656720161437988,9.356622695922852,6.593842029571533
1998-10-01,3.978406667709351,4.825660088242855,3.425849885966272,4.236266226650973,1846511.0,4.309940814971924,5.636077404022217,7.772629737854004,8.656720161437988,5.424263656139375
1998-11-01,6.483330249786377,6.7780269200463685,4.088918343896211,4.088918343896211,3954540.0,3.978406667709351,4.309940814971924,5.636077404022217,7.772629737854004,5.101938784122467
1998-12-01,5.3045430183410645,6.52016737487594,4.751986174091886,6.33598195479658,2052335.0,6.483330249786377,3.978406667709351,4.309940814971924,5.636077404022217,5.019055187702179
1999-01-01,5.009845733642578,5.525565490935841,4.420452392748673,5.525565490935841,1612736.0,5.3045430183410645,6.483330249786377,3.978406667709351,4.309940814971924,5.1940314173698425
1999-02-01,5.194031715393066,5.304542966357697,4.788823211178332,5.083520464428436,793693.0000000001,5.009845733642578,5.3045430183410645,6.483330249786377,3.978406667709351,5.4979376792907715
1999-03-01,5.746588230133057,5.967611326070232,4.862497890423272,5.267706120959935,1292932.0,5.194031715393066,5.009845733642578,5.3045430183410645,6.483330249786377,5.313752174377441
1999-04-01,5.967611312866211,6.3359821652612425,5.562402791220559,5.820262387897081,3041153.0,5.746588230133057,5.194031715393066,5.009845733642578,5.3045430183410645,5.479519248008728
1999-05-01,6.61649227142334,8.157834579974544,5.864617960032358,6.090180670653978,3758789.0,5.967611312866211,5.746588230133057,5.194031715393066,5.009845733642578,5.8811808824539185
1999-06-01,6.61649227142334,6.91724175757726,6.090180670653978,6.69167964296182,1446081.0,6.61649227142334,5.967611312866211,5.746588230133057,5.194031715393066,6.236796021461487
1999-07-01,6.428524494171143,6.917242458707623,6.0149933127878805,6.766867700388706,2020438.9999999998,6.61649227142334,6.61649227142334,5.967611312866211,5.746588230133057,6.407280087471008
1999-08-01,6.202963352203369,6.578900308334603,6.052588569750876,6.390931830268986,1150898.0,6.428524494171143,6.61649227142334,6.61649227142334,5.967611312866211,6.466118097305298
1999-09-01,6.2781500816345215,6.353337464935083,5.9022125691254415,6.202962698333961,1951449.9999999998,6.202963352203369,6.428524494171143,6.61649227142334,6.61649227142334,6.381532549858093
1999-10-01,6.390932083129883,6.466119477330962,5.639057545112732,6.278150991828264,901956.0,6.2781500816345215,6.202963352203369,6.428524494171143,6.61649227142334,6.325142502784729
1999-11-01,6.503712177276611,6.578899559949894,6.165368955246836,6.390931103266686,1341976.0,6.390932083129883,6.2781500816345215,6.202963352203369,6.428524494171143,6.343939423561096
1999-12-01,7.217991828918457,7.293179200344241,6.390930147228661,6.503711204367336,1370232.0,6.503712177276611,6.390932083129883,6.2781500816345215,6.202963352203369,6.597696542739868
