input_file,params,R2,MSE
C:\Users\PC\Desktop\EJERCICIOS_PROGRA\python\ProyectoIA\data\preprocesed_normalizada\BAP_1mo.csv,"{""n_estimators"": 50, ""max_depth"": 20, ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""random_state"": 42}",0.8247142335816097,0.0029340590704457627
